Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,l_IC,r.ASIS,r.PSIS,r_5meta,r_IC,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
599,0.0683513,0.0240808,0.0375185,0.00126124,0.00486376,0.000670055,0.000763588,0.00288113,0.031209,0.00626288,0.00306238,0.0199615,0.0311453,0.00586574,0.000829397,0.00165285,0.00160447,0.00310296,0.00365832,0.00280644,0.00409716,0.000893225,0.00820282,0.0182198,0.00617085,0.0191118,0.0137669,0.00328472,0.00502803,0.0315043,0.0132462,0.00236812,0.00636103,0.0183121,0.0317875,0.00170993,0.00728768,0.0253849,0.00849864,0.0254671,0.0290369,0.00422273,0.001829,0.00131251,0.0012362,0.00177647,0.00175073,0.00441296,0.00140811,0.0011551,0.00140553,0.00249454
600,0.0684089,0.02404,0.0374596,0.00117307,0.00477778,0.000675171,0.000817788,0.00282647,0.0310664,0.00621571,0.00302212,0.0199516,0.0312241,0.00601151,0.000826369,0.00142879,0.00168023,0.00308406,0.00359415,0.00277337,0.00406547,0.00185547,0.00828992,0.0179306,0.00607636,0.0191043,0.013909,0.00322915,0.00499221,0.0318076,0.0129798,0.00233081,0.00634669,0.0182467,0.0317252,0.00150204,0.00719104,0.0254524,0.00851275,0.025441,0.0289428,0.0043265,0.00187757,0.00133869,0.00143048,0.00180183,0.00167452,0.00439613,0.00135917,0.00110301,0.00134527,0.00253086
601,0.0683859,0.0239901,0.0374276,0.00112833,0.00471191,0.000704852,0.000856516,0.00280168,0.0309893,0.00626613,0.00301997,0.0199611,0.031299,0.00612892,0.00081109,0.00164774,0.00172001,0.00303093,0.00354222,0.00272187,0.00402242,0.00129362,0.00836333,0.0176972,0.00604071,0.0191064,0.0139962,0.00307319,0.00498336,0.032046,0.0126995,0.00230252,0.00634764,0.018199,0.0316755,0.00122471,0.0071071,0.0254921,0.00856967,0.025433,0.0288741,0.00441984,0.00192907,0.00137343,0.00149565,0.00180986,0.00162279,0.00443266,0.00130278,0.00105531,0.00127692,0.00253089
602,0.0684318,0.0239376,0.0374094,0.00108654,0.00468811,0.000716026,0.000881585,0.00279963,0.0309217,0.00626293,0.00304137,0.0199607,0.0313579,0.00621297,0.000789871,0.00177054,0.00174893,0.00291937,0.00352086,0.00271795,0.0039989,0.000921721,0.00840819,0.0175412,0.00608786,0.019109,0.0140656,0.00291848,0.00501454,0.0322093,0.0124544,0.00229091,0.00633964,0.018155,0.0316553,0.000975248,0.00705885,0.0255258,0.00865872,0.0254526,0.0287576,0.0044921,0.00196723,0.00139314,0.0014206,0.00180869,0.00157037,0.00443553,0.00125177,0.0010539,0.00122458,0.00250359
603,0.0684109,0.0238972,0.0374134,0.00109946,0.00468679,0.000727311,0.000896907,0.00281288,0.0308605,0.00615811,0.0031058,0.0199447,0.0314779,0.00629022,0.000747696,0.00159354,0.00177088,0.00285998,0.00350191,0.00271063,0.00400327,0.00091622,0.00842762,0.0174644,0.00614762,0.0191087,0.0141176,0.00279152,0.00507117,0.032317,0.0122637,0.00229253,0.00632183,0.0181301,0.0316626,0.000821077,0.00704393,0.0255569,0.00875419,0.0254929,0.0286653,0.00455219,0.00199198,0.0013963,0.0014373,0.00181265,0.00153374,0.00436946,0.00122123,0.00109738,0.00120435,0.00248325
604,0.0684211,0.0238919,0.0374508,0.00110684,0.00468085,0.000746608,0.000911776,0.00282904,0.0308166,0.00599796,0.0031569,0.0199359,0.0315995,0.00634221,0.000703774,0.00133312,0.00173794,0.00285459,0.00347631,0.00273608,0.00399987,0.000957791,0.00840298,0.0174721,0.00616979,0.0191179,0.0141399,0.00268793,0.00513535,0.0323706,0.012073,0.00228084,0.00636138,0.0181689,0.0316736,0.000778786,0.00705382,0.0255689,0.00883942,0.0255378,0.0285494,0.00459972,0.00201135,0.00141568,0.00149038,0.00180147,0.00151141,0.0040404,0.0011912,0.00109784,0.00120348,0.00247842
605,0.0685328,0.0239026,0.0375064,0.00112039,0.00468895,0.000771224,0.000926519,0.00284251,0.0307877,0.00588269,0.0032223,0.0199525,0.0317018,0.00637669,0.000658952,0.00146246,0.00169987,0.00287472,0.00347662,0.00275055,0.00395774,0.000935132,0.00834636,0.0175481,0.00619612,0.0191478,0.0140822,0.00262025,0.00518413,0.0323422,0.0119373,0.00226337,0.00641738,0.0182347,0.0316951,0.000842095,0.00708401,0.0255213,0.00888257,0.0255828,0.0284334,0.00463356,0.00203514,0.00143269,0.00148414,0.00178453,0.00149402,0.00370606,0.00116359,0.00109178,0.00119073,0.00243764
606,0.0687553,0.0239092,0.0375607,0.00114612,0.00488253,0.000786632,0.000945932,0.00286138,0.0307682,0.0058052,0.00327286,0.0199575,0.0317982,0.00639188,0.000627509,0.00154181,0.00167449,0.00290612,0.0034711,0.00277665,0.00392892,0.000876087,0.00829183,0.0176662,0.00624277,0.0192093,0.0138992,0.00257622,0.00522333,0.0322952,0.0118473,0.00226918,0.00648525,0.0181689,0.0317368,0.00100377,0.0071194,0.0254797,0.0089054,0.0256364,0.0282723,0.00465335,0.00202616,0.0014361,0.00157806,0.00177415,0.00147915,0.00422604,0.00115222,0.00114224,0.00117212,0.00246055
607,0.0687743,0.0239118,0.0376097,0.00117174,0.00554931,0.000779585,0.000972736,0.00289521,0.0307617,0.0057195,0.00333525,0.0199534,0.0319253,0.00640499,0.000612164,0.00149355,0.00164389,0.00293431,0.00348074,0.00280956,0.00393521,0.0008061,0.00822814,0.0178124,0.00627812,0.0192675,0.0138098,0.00254908,0.00524718,0.0323226,0.0117721,0.00233269,0.00654847,0.0181311,0.031794,0.00124892,0.00716752,0.0254775,0.00892498,0.0257034,0.0281679,0.0046676,0.0020167,0.00142876,0.00156418,0.00176487,0.00148797,0.0045956,0.00115029,0.00114669,0.00117297,0.00242627
608,0.0686865,0.0239297,0.0376576,0.00122143,0.00593745,0.000763918,0.000996166,0.00293194,0.0307644,0.00563397,0.00338702,0.0199315,0.032029,0.00640623,0.000616129,0.00131333,0.00159363,0.00295736,0.00351039,0.00285319,0.00395843,0.000713023,0.0081667,0.0179901,0.00629689,0.0190888,0.0137721,0.00253065,0.00525237,0.0324126,0.0117323,0.00239995,0.00660088,0.0181515,0.0318549,0.00156223,0.00721251,0.0254766,0.00891654,0.0257654,0.0280663,0.00467239,0.00202099,0.00142436,0.00149951,0.00175875,0.00148613,0.00389031,0.00114514,0.00116015,0.00117722,0.0023628
609,0.0687751,0.0239469,0.0377024,0.0012502,0.00600176,0.000748733,0.00100682,0.00297098,0.0307791,0.00554418,0.00342874,0.01993,0.0320785,0.00641481,0.0006375,0.000972618,0.00159849,0.00298506,0.00356879,0.00291018,0.00399583,0.000615457,0.0081115,0.0181895,0.00638754,0.0185915,0.0137244,0.00252808,0.00525195,0.0324222,0.0117098,0.0024535,0.00663735,0.0181859,0.0319087,0.00184904,0.00727911,0.0254551,0.00890621,0.0258201,0.0279594,0.00468164,0.00202714,0.00140646,0.00153794,0.00174547,0.00148804,0.00163699,0.00114575,0.00119097,0.00117909,0.00240018
610,0.0687451,0.0239673,0.0377539,0.00128295,0.00602938,0.000727035,0.00100187,0.00301406,0.0307993,0.0054667,0.00348317,0.0199093,0.0320939,0.00642933,0.000670926,0.000828374,0.00159354,0.00300679,0.00362349,0.00296759,0.00403848,0.000513943,0.00806493,0.0184192,0.00647861,0.0184181,0.0136436,0.00259157,0.00527806,0.0323882,0.0117257,0.00251367,0.0066682,0.0182063,0.0319537,0.00206393,0.0073429,0.0254087,0.00887398,0.0258528,0.0278318,0.00468352,0.00202996,0.00139066,0.00146583,0.00172126,0.00147737,0.00153195,0.00115698,0.00121125,0.00119069,0.00251293
611,0.0687394,0.0240071,0.0377887,0.00131115,0.00606321,0.000707828,0.000983495,0.00308306,0.0308242,0.0054014,0.00352995,0.0198823,0.0320598,0.00644526,0.000684912,0.000649144,0.00155283,0.00302512,0.00366246,0.00302375,0.00408191,0.000443953,0.0080208,0.0186802,0.006521,0.0184337,0.0136057,0.00268177,0.00533053,0.0322822,0.0117931,0.00258574,0.0066906,0.0182202,0.0319992,0.00217307,0.00738242,0.0253672,0.00882468,0.0258617,0.027679,0.00468586,0.00202253,0.00137944,0.00140317,0.00171033,0.00147289,0.00183927,0.00117684,0.00124083,0.00120866,0.00257707
612,0.0687824,0.0240524,0.0378104,0.0013313,0.00606443,0.000698541,0.000954078,0.00316738,0.03087,0.00535063,0.00356731,0.0199436,0.0319408,0.00646862,0.000690644,0.000566174,0.00154842,0.00303877,0.00369442,0.00309337,0.00414271,0.000436079,0.00798112,0.0189627,0.00654751,0.0184051,0.0135743,0.00259144,0.00531146,0.0321743,0.0119021,0.00267285,0.00673637,0.0182444,0.0320511,0.00216933,0.00741527,0.0253466,0.00877312,0.0258737,0.0275981,0.00469117,0.00200787,0.00135766,0.00144571,0.00171462,0.00147867,0.00178502,0.00120135,0.0012675,0.00123681,0.0025539
613,0.068892,0.0241062,0.0378142,0.00129917,0.0062047,0.000687238,0.000917553,0.00326403,0.0309945,0.00532477,0.00361062,0.0199821,0.0318058,0.00648923,0.000694868,0.000747151,0.00158784,0.00304603,0.00373299,0.00317082,0.00420146,0.000449968,0.00794506,0.0192607,0.00658413,0.0183722,0.013614,0.00253145,0.00528885,0.0320178,0.0120377,0.00276063,0.00678405,0.0182674,0.0320904,0.00206035,0.0074504,0.0253158,0.00876796,0.025887,0.0275354,0.00470273,0.00200657,0.00133895,0.00133523,0.00171967,0.00150478,0.00179716,0.00123264,0.00129014,0.00127419,0.00254528
614,0.0690048,0.0241576,0.0377949,0.00126826,0.00633256,0.000669467,0.000878129,0.00337225,0.031227,0.00531033,0.00366913,0.0201012,0.0316859,0.0064838,0.000697947,0.00100959,0.00162515,0.0030477,0.00376085,0.00321727,0.0042582,0.000441907,0.00792991,0.0195481,0.006631,0.0185534,0.0137673,0.00255901,0.00527033,0.0318313,0.0121887,0.00283928,0.00682048,0.0182897,0.0321098,0.00186592,0.0074903,0.0252804,0.00877728,0.0258928,0.027532,0.00472544,0.00199809,0.00131821,0.0012463,0.00171621,0.00151941,0.00185336,0.00127384,0.00132365,0.00133429,0.00252072
615,0.069165,0.0242066,0.0377624,0.00128226,0.00639679,0.00065395,0.000837565,0.00349521,0.0313609,0.00520975,0.00372396,0.0201623,0.0315338,0.00648381,0.000715098,0.00101493,0.00166152,0.00303622,0.00376293,0.00325867,0.00431808,0.000422493,0.00794116,0.0197998,0.00664396,0.0191272,0.0138108,0.00263258,0.00525211,0.0317313,0.0123365,0.00289883,0.00684323,0.0183056,0.0321163,0.0016316,0.00751822,0.025253,0.00874322,0.0259005,0.0275393,0.00475595,0.00198104,0.00132376,0.00122529,0.00172493,0.0015287,0.00190936,0.00132844,0.00134738,0.00140095,0.00238371
616,0.0692544,0.0242599,0.0377248,0.00126,0.00642477,0.00064476,0.000790851,0.00361527,0.0314093,0.00497646,0.00377402,0.0201517,0.0313125,0.00648987,0.000763018,0.000807329,0.00171857,0.00300042,0.00376112,0.00328457,0.00440638,0.000431494,0.00796584,0.0199849,0.00663151,0.0193247,0.0137918,0.00272824,0.00520904,0.0317136,0.0124606,0.00293241,0.00684361,0.0182989,0.032112,0.00142103,0.00751813,0.0252632,0.0086871,0.025883,0.0275454,0.00481664,0.00196652,0.0013448,0.00119671,0.00174138,0.00153283,0.00198274,0.00138961,0.00138476,0.00145482,0.00224248
617,0.0692905,0.0242945,0.0376745,0.00125479,0.00644738,0.000624272,0.000732498,0.00372216,0.0314437,0.00492621,0.00383098,0.0201046,0.0310233,0.00649949,0.000841064,0.000788321,0.00179144,0.00296956,0.00377134,0.00332969,0.00448595,0.000446591,0.00799198,0.0201023,0.00658632,0.0192393,0.013794,0.00278957,0.00512026,0.0316748,0.0125537,0.00297897,0.00682514,0.0182797,0.0320926,0.00128132,0.00748903,0.0253066,0.00861377,0.0258528,0.0276068,0.00489473,0.00196784,0.00135588,0.001149,0.00177041,0.00155203,0.00205904,0.00145304,0.00141811,0.00151334,0.0021996
618,0.0692856,0.0243293,0.0376121,0.00123432,0.00644693,0.000601301,0.000671243,0.00381127,0.0314819,0.00500767,0.00387355,0.0201103,0.0307423,0.00650605,0.000931952,0.0008685,0.0018521,0.00293447,0.00376805,0.00338373,0.00456772,0.000514791,0.00802401,0.0201625,0.00654636,0.0191071,0.0138265,0.00280988,0.00503444,0.0316259,0.0126313,0.00300567,0.00680005,0.0182552,0.0320616,0.00118639,0.00746834,0.025332,0.00851789,0.0258016,0.027679,0.0049744,0.00198416,0.00136186,0.00111978,0.00180168,0.00159267,0.00211859,0.0015186,0.00143589,0.00157127,0.00221939
619,0.0692771,0.0243445,0.0375586,0.00121935,0.0064504,0.000593423,0.000613274,0.00387455,0.0315175,0.00510848,0.00391052,0.020201,0.0304842,0.00652379,0.00102029,0.000880647,0.0019206,0.00288213,0.00376169,0.00340574,0.00464784,0.000609244,0.00806229,0.0201672,0.0065258,0.0190493,0.0138769,0.00280781,0.00495248,0.0316033,0.0126886,0.00304165,0.00678538,0.0182226,0.0320274,0.00117522,0.00746034,0.0253551,0.00841165,0.0257379,0.0277325,0.00506121,0.00199841,0.00139596,0.00111606,0.00184845,0.00162618,0.00218249,0.00156926,0.00146026,0.00162534,0.00219503
620,0.0692544,0.0243728,0.0375037,0.00120553,0.00650749,0.000589846,0.00057167,0.00392998,0.0315406,0.00519533,0.00394507,0.0203049,0.0302419,0.00654546,0.00109938,0.00106782,0.00198632,0.00284017,0.00377559,0.00344585,0.00470974,0.000717593,0.00809873,0.0201246,0.00649502,0.0190319,0.0139177,0.00280374,0.00487536,0.0316444,0.012701,0.00309119,0.00676347,0.0181975,0.0320048,0.00125472,0.00744569,0.0253769,0.00829295,0.0256765,0.0277352,0.005149,0.00200751,0.00143768,0.00113548,0.00190069,0.00165231,0.00221846,0.00161381,0.00148285,0.001678,0.00218323
621,0.0692871,0.0243997,0.0374438,0.00121207,0.00663596,0.000579232,0.000547338,0.00396931,0.0315462,0.00526356,0.00397957,0.0203243,0.0300208,0.0065707,0.00118033,0.00125406,0.00205948,0.00282425,0.00377441,0.00345726,0.00476759,0.000786177,0.00814382,0.0200457,0.00646214,0.0190346,0.0139482,0.00281215,0.00479965,0.0317194,0.0126839,0.0031897,0.00673095,0.0181788,0.0319815,0.00136697,0.00742397,0.0253885,0.00817774,0.0256159,0.0277814,0.00522534,0.00203548,0.00147025,0.00119057,0.00195769,0.00167031,0.00223395,0.00166214,0.0014835,0.00171747,0.00222876
622,0.0693366,0.0244129,0.0373721,0.00118389,0.00666275,0.000571439,0.000535653,0.00399157,0.0315024,0.0053534,0.00402193,0.0202591,0.0298475,0.0066017,0.00125966,0.00118705,0.00214062,0.00279699,0.00376466,0.00347554,0.00482339,0.000838966,0.00818329,0.0199361,0.00644369,0.0190744,0.0139789,0.00284575,0.00472372,0.0317611,0.0126619,0.00334519,0.0067123,0.0181605,0.0319427,0.0014635,0.00739419,0.0254054,0.00811247,0.0255604,0.0277753,0.00529029,0.00206036,0.00151452,0.00128977,0.00199498,0.00166784,0.00224679,0.00169133,0.00148302,0.00174027,0.00229793
623,0.0693676,0.0244184,0.0373133,0.00115635,0.00660292,0.00058699,0.000533565,0.00399897,0.0314191,0.00544481,0.00406014,0.020226,0.0297317,0.0066566,0.00133616,0.00140972,0.00220688,0.00276501,0.00375774,0.00351489,0.00485912,0.000882769,0.00821129,0.0198078,0.00646729,0.0191422,0.0140323,0.00287881,0.00463686,0.0317714,0.0126487,0.0034061,0.00669925,0.0181345,0.0319127,0.00151722,0.00736001,0.0254461,0.00805065,0.0255195,0.0277686,0.00534116,0.00208238,0.00154439,0.00128299,0.00201957,0.00166059,0.00224888,0.00170138,0.00147829,0.00176279,0.00240453
624,0.0693596,0.0244077,0.0372664,0.00113664,0.0066191,0.000595647,0.000542969,0.00398992,0.0314271,0.00551093,0.0040829,0.0201291,0.0296863,0.00671051,0.00138003,0.00168986,0.00224093,0.00273107,0.00375176,0.00355003,0.0048721,0.00091743,0.00824208,0.0196821,0.00646666,0.0191528,0.0140867,0.00289687,0.00458911,0.031749,0.0126805,0.00339131,0.00666658,0.0181076,0.0318835,0.00145018,0.0073265,0.0254696,0.00804116,0.0254897,0.0277026,0.00539276,0.00209337,0.00157229,0.00126812,0.0020375,0.00164934,0.00225702,0.00168829,0.00146377,0.00176769,0.00244179
625,0.0693445,0.024391,0.0372283,0.00112868,0.00656877,0.000601461,0.000554241,0.00397551,0.0312726,0.00552546,0.00410386,0.0199976,0.0296612,0.00679221,0.00136852,0.00171254,0.00224832,0.00271579,0.00374128,0.0035638,0.00488216,0.000928367,0.00825344,0.0195849,0.00643826,0.0191738,0.0140959,0.00291594,0.00460948,0.0317002,0.0127658,0.00336486,0.0066207,0.0180714,0.0318455,0.00130494,0.00728863,0.025481,0.00805481,0.0254772,0.0276245,0.00542951,0.00211282,0.00159699,0.00128406,0.00204355,0.00164186,0.00223755,0.00168662,0.0014433,0.00176051,0.00247749
626,0.0693534,0.0243634,0.0371906,0.00114122,0.00653112,0.000614603,0.000575534,0.00396592,0.0310929,0.0054393,0.00408895,0.0200586,0.0296807,0.00685898,0.00134,0.00148338,0.00224719,0.00272675,0.00371572,0.00357458,0.00491078,0.0009194,0.00825688,0.0195535,0.00642712,0.0191763,0.0139986,0.00292437,0.00466966,0.0315915,0.0128941,0.00335441,0.00660082,0.0180342,0.0318164,0.00111424,0.00724672,0.025479,0.00809991,0.0254815,0.0274699,0.00544893,0.00212952,0.00160193,0.00132849,0.00203677,0.00162773,0.00216972,0.00167434,0.00144562,0.00174257,0.00241267
627,0.0693978,0.024351,0.0371648,0.00119112,0.0065045,0.000629794,0.00060363,0.00396423,0.0310365,0.00520796,0.00405834,0.0201012,0.0297135,0.00688752,0.0012844,0.00136324,0.00223839,0.00274111,0.00370608,0.00357578,0.00490046,0.000887621,0.00824568,0.0196021,0.00641837,0.0191183,0.0137651,0.0029527,0.0047288,0.0313631,0.0130469,0.0033529,0.00658397,0.0180093,0.0318035,0.000935342,0.00722994,0.0254864,0.00817425,0.025524,0.0273241,0.00544704,0.00213437,0.00158251,0.00132177,0.00202072,0.00160368,0.00210205,0.00164582,0.00145246,0.00173034,0.00232183
628,0.0694964,0.0243517,0.0371602,0.00123452,0.00652906,0.000637931,0.000636845,0.00398613,0.0310593,0.00504801,0.0040548,0.0200926,0.0297762,0.00689109,0.00120183,0.00125399,0.00219186,0.00275997,0.00368991,0.00356771,0.00485261,0.00080492,0.00821636,0.0197326,0.00642596,0.0189942,0.0136331,0.00306561,0.00479349,0.0311039,0.0132297,0.0033403,0.00658251,0.0180014,0.0317959,0.000836193,0.00723452,0.0254759,0.00826392,0.0255787,0.0272094,0.00540747,0.00212207,0.00155117,0.0012963,0.00198487,0.00157972,0.00216183,0.0016338,0.00146327,0.00171488,0.00235876
629,0.0695949,0.0243632,0.0371806,0.00126378,0.00655346,0.000647397,0.000671513,0.00402385,0.0310881,0.00494572,0.00411874,0.0200391,0.0298758,0.00688221,0.00111606,0.00136323,0.00211581,0.00277926,0.0036898,0.00357534,0.0047982,0.000728575,0.00816914,0.0199372,0.00646234,0.0189531,0.013597,0.00315191,0.00487289,0.0308464,0.0134086,0.00332743,0.00658487,0.0180036,0.0318175,0.000865292,0.00727366,0.0254342,0.00838761,0.0256321,0.0270561,0.00536966,0.00210846,0.00154256,0.00126778,0.0019538,0.00156977,0.0021717,0.00162875,0.00149594,0.00168883,0.00226348
630,0.0696411,0.0243642,0.0372227,0.00131145,0.00656959,0.000659762,0.000710535,0.00406849,0.0311117,0.00483823,0.00416998,0.0199756,0.0299892,0.00685878,0.0010506,0.00106727,0.00203529,0.0028004,0.00370741,0.0035911,0.00476644,0.000625478,0.00813122,0.0202042,0.00651541,0.0190216,0.0134552,0.0031342,0.00496457,0.0306272,0.0135652,0.00333199,0.00658581,0.0180121,0.0318702,0.000977752,0.00734182,0.0253492,0.00845718,0.0256811,0.0269106,0.00531674,0.00209377,0.00151364,0.0012509,0.00192802,0.00156424,0.00209918,0.00163091,0.00154051,0.00167165,0.00211258
631,0.069659,0.0243423,0.0372903,0.00141203,0.00663777,0.000670233,0.000761862,0.00412089,0.0311365,0.00469823,0.00421816,0.019978,0.0300969,0.00682181,0.001008,0.00112859,0.00196065,0.0028321,0.00374324,0.00360124,0.00474529,0.000539577,0.00810699,0.0204963,0.00656034,0.0190936,0.0133203,0.00315407,0.00505829,0.0304429,0.0137033,0.00335706,0.00663518,0.0180175,0.0319291,0.00115629,0.00741191,0.0252772,0.00850148,0.0257524,0.0268083,0.00524014,0.00206396,0.00148168,0.001254,0.00189107,0.00157819,0.00216944,0.00162718,0.00158738,0.00165872,0.00194105
632,0.0696978,0.0243746,0.0373504,0.00147963,0.0067384,0.000694391,0.000821774,0.00418626,0.0311768,0.00455624,0.00424527,0.0200313,0.030179,0.00676135,0.000957652,0.00126284,0.0018804,0.00286677,0.00378113,0.00361625,0.00471467,0.000508043,0.00808999,0.0207942,0.00662989,0.0189296,0.0132137,0.00321233,0.00514855,0.0302827,0.0138321,0.00337363,0.00669715,0.0180296,0.0319825,0.00140609,0.00747189,0.0252264,0.00853022,0.0258268,0.0267159,0.00515757,0.00205116,0.00146264,0.00122818,0.00184944,0.00161438,0.00224148,0.00162779,0.00162079,0.001663,0.00184941
633,0.0697304,0.0244186,0.037402,0.00149963,0.00682058,0.000734897,0.000888282,0.00424667,0.0312802,0.00441631,0.00425292,0.0199922,0.0302217,0.00670441,0.000921264,0.00120035,0.00180941,0.00288673,0.00384019,0.00362366,0.00469158,0.000478622,0.00807024,0.0210769,0.00668247,0.0184268,0.0131146,0.0032275,0.00522399,0.0301108,0.0139415,0.00338117,0.00675658,0.0180453,0.0320419,0.00171849,0.00752847,0.025207,0.00856041,0.0258711,0.0266473,0.00508476,0.00203968,0.00143142,0.00120117,0.00182612,0.00163827,0.00224019,0.0016389,0.00167016,0.00166616,0.00187154
